Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
26 NEWTON,"1,850,700",775.01,"2,388",20 Feb 2020,26 NEWTON ROAD #12-02,Resale,Strata,72,"25,704",-,Apartment,1,Freehold,2016,Private,307957,11,30,Central Region,Novena
THE ENCLAVE . HOLLAND,"1,758,688",721.19,"2,439",20 Feb 2020,131 HOLLAND ROAD #04-06,New Sale,Strata,67,"26,249",-,Apartment,1,Freehold,2019,N.A,278569,10,27,Central Region,Bukit Timah
CHILTERN PARK,"1,300,000","1,302.44",998,20 Feb 2020,135 SERANGOON AVENUE 3 #09-01,Resale,Strata,121,"10,744",-,Condominium,1,99 yrs from 01/03/1991,1995,Private,556114,19,55,North East Region,Serangoon
PARC CANBERRA,"1,001,000",882.65,"1,134",20 Feb 2020,19 CANBERRA WALK #06-42,New Sale,Strata,82,"12,207",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
BAYSHORE PARK,"855,000",936.47,913,20 Feb 2020,60 BAYSHORE ROAD #02-01,Resale,Strata,87,"9,828",-,Condominium,1,99 yrs from 17/03/1982,1986,Private,469982,16,46,East Region,Bedok
MARINA ONE RESIDENCES,"1,721,818",753.48,"2,285",20 Feb 2020,23 MARINA WAY #20-29,Resale,Strata,70,"24,597",-,Apartment,1,99 yrs from 01/07/2011,2017,HDB,018979,01,01,Central Region,Downtown Core
TREASURE AT TAMPINES,"1,400,000","1,033.34","1,355",20 Feb 2020,27 TAMPINES LANE #05-93,New Sale,Strata,96,"14,583",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528472,18,52,East Region,Tampines
COSTA DEL SOL,"1,720,000","1,345.5","1,278",20 Feb 2020,70 BAYSHORE ROAD #19-09,Resale,Strata,125,"13,760",-,Condominium,1,99 yrs from 05/05/1997,2004,HDB,469987,16,46,East Region,Bedok
PARC BOTANNIA,"1,057,000",785.77,"1,345",20 Feb 2020,18 FERNVALE STREET #17-28,New Sale,Strata,73,"14,479",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,N.A,797394,28,79,North East Region,Sengkang
WATERCOLOURS,"858,000","1,205.57",712,20 Feb 2020,33 PASIR RIS LINK #01-32,Resale,Strata,112,"7,661",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,HDB,518154,18,51,East Region,Pasir Ris
PARC CANBERRA,"931,000",818.06,"1,138",20 Feb 2020,19 CANBERRA WALK #11-40,New Sale,Strata,76,"12,250",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
DUCHESS CREST,"1,900,000","1,345.5","1,412",20 Feb 2020,60 DUCHESS AVENUE #03-04,Resale,Strata,125,"15,200",-,Condominium,1,99 yrs from 24/06/1995,1998,Private,269201,10,26,Central Region,Bukit Timah
SKY EVERTON,"1,566,000",624.31,"2,508",20 Feb 2020,50 EVERTON ROAD #07-05,New Sale,Strata,58,"27,000",-,Apartment,1,Freehold,Uncompleted,Private,089396,02,08,Central Region,Bukit Merah
AVILA GARDENS,"753,000",893.41,843,20 Feb 2020,13 FLORA ROAD #06-05,Resale,Strata,83,"9,072",-,Condominium,1,Freehold,1995,Private,509733,17,50,East Region,Pasir Ris
PARC BOTANNIA,"1,331,820",979.52,"1,360",20 Feb 2020,18 FERNVALE STREET #19-33,New Sale,Strata,91,"14,635",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,HDB,797394,28,79,North East Region,Sengkang
WHITESCAPE,"955,000",742.72,"1,286",20 Feb 2020,88 LORONG N TELOK KURAU #02-04,Resale,Strata,69,"13,841",-,Apartment,1,Freehold,2012,HDB,425239,15,42,East Region,Bedok
THE TENNERY,"938,000",861.12,"1,089",20 Feb 2020,3A WOODLANDS ROAD #08-15,Resale,Strata,80,"11,725",-,Apartment,1,99 yrs from 24/05/2010,2014,Private,677727,23,67,West Region,Choa Chu Kang
JADESCAPE,"1,923,200","1,151.75","1,670",20 Feb 2020,16 SHUNFU ROAD #14-61,New Sale,Strata,107,"17,974",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575749,20,57,Central Region,Bishan
SILVERSEA,"1,730,000","1,065.64","1,623",20 Feb 2020,50 MARINE PARADE ROAD #06-17,Resale,Strata,99,"17,475",-,Condominium,1,99 yrs from 20/07/2007,2014,Private,449307,15,44,Central Region,Marine Parade
N.A.,"7,800,000","3,302.4","2,362",20 Feb 2020,2A GREENDALE RISE,Resale,Land,306.8,"25,424",-,Semi-Detached House,1,Freehold,2019,Private,289474,11,28,Central Region,Bukit Timah
TREASURE AT TAMPINES,"1,000,000",678.13,"1,475",20 Feb 2020,5 TAMPINES LANE #11-16,New Sale,Strata,63,"15,873",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528485,18,52,East Region,Tampines
PARC BOTANNIA,"1,251,300",968.76,"1,292",20 Feb 2020,12 FERNVALE STREET #03-15,New Sale,Strata,90,"13,903",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,HDB,797391,28,79,North East Region,Sengkang
PARC BOTANNIA,"1,410,000","1,162.51","1,213",20 Feb 2020,12 FERNVALE STREET #22-15,New Sale,Strata,108,"13,056",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,N.A,797391,28,79,North East Region,Sengkang
NEW FUTURA,"6,800,000","1,829.88","3,716",20 Feb 2020,16 LEONIE HILL ROAD #11-01,Resale,Strata,170,"40,000",-,Condominium,1,Freehold,2017,HDB,239198,09,23,Central Region,River Valley
THE M,"1,022,400",409.03,"2,500",21 Feb 2020,32 MIDDLE ROAD #04-16,New Sale,Strata,38,"26,905",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188941,07,18,Central Region,Downtown Core
PARC ESTA,"1,881,000","1,119.46","1,680",21 Feb 2020,910 SIMS AVENUE #13-50,New Sale,Strata,104,"18,087",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408971,14,40,Central Region,Geylang
N.A.,"24,000,000","9,740.34","2,464",21 Feb 2020,16 COVE GROVE,Resale,Land,904.9,"26,522",-,Detached House,1,99 yrs from 30/06/2008,2011,N.A,098042,04,09,Central Region,Southern Islands
THE ESSENCE,"883,000",624.31,"1,414",21 Feb 2020,1 CHONG KUO ROAD #04-09,New Sale,Strata,58,"15,224",-,Apartment,1,99 yrs from 04/05/2018,Uncompleted,HDB,779830,26,77,North Region,Yishun
AFFINITY AT SERANGOON,"1,555,000","1,076.4","1,445",21 Feb 2020,24 SERANGOON NORTH AVENUE 1 #04-32,New Sale,Strata,100,"15,550",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554339,19,55,North East Region,Serangoon
THE BAYSHORE,"1,018,000","1,011.82","1,006",21 Feb 2020,30 BAYSHORE ROAD #19-01,Resale,Strata,94,"10,830",-,Condominium,1,99 yrs from 31/05/1993,1997,Private,469974,16,46,East Region,Bedok
REGENT HEIGHTS,"800,000","1,173.28",682,21 Feb 2020,52 BUKIT BATOK EAST AVENUE 5 #07-07,Resale,Strata,109,"7,339",-,Condominium,1,99 yrs from 07/11/1995,1999,HDB,659802,23,65,West Region,Bukit Batok
PARC VISTA,"1,035,000","1,259.39",822,21 Feb 2020,450 CORPORATION ROAD #10-03,Resale,Strata,117,"8,846",-,Condominium,1,99 yrs from 01/03/1995,1998,Private,649810,22,64,West Region,Jurong West
MARINA ONE RESIDENCES,"1,660,359",721.19,"2,302",21 Feb 2020,23 MARINA WAY #22-20,Resale,Strata,67,"24,781",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
CHATEAU LE FAME,"1,718,000","1,108.69","1,550",21 Feb 2020,51 EWE BOON ROAD #04-04,Resale,Strata,103,"16,680",-,Apartment,1,Freehold,2000,Private,259345,10,25,Central Region,Tanglin
GREENWOOD MEWS,"4,200,000","3,100.03","1,355",21 Feb 2020,271 GREENWOOD AVENUE #01-54,Resale,Strata,288,"14,583",-,Terrace House,1,103 yrs from 03/10/2011,2016,Private,286623,11,28,Central Region,Bukit Timah
VICTORY HEIGHTS,"1,088,800","1,119.46",973,21 Feb 2020,13 KIM KEAT ROAD #14-02,Resale,Strata,104,"10,469",-,Apartment,1,Freehold,1997,HDB,328842,12,32,Central Region,Novena
THE M,"1,087,000",462.85,"2,348",21 Feb 2020,38 MIDDLE ROAD #05-45,New Sale,Strata,43,"25,279",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,188947,07,18,Central Region,Downtown Core
THE M,"1,304,500",592.02,"2,203",21 Feb 2020,36 MIDDLE ROAD #07-37,New Sale,Strata,55,"23,718",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188945,07,18,Central Region,Downtown Core
D'MIRA,"1,280,000",968.76,"1,321",21 Feb 2020,31 BOON TECK ROAD #07-04,Resale,Strata,90,"14,222",-,Apartment,1,Freehold,2012,Private,329602,12,32,Central Region,Novena
ARTRA,"2,095,200","1,044.11","2,007",21 Feb 2020,10 ALEXANDRA VIEW #38-10,New Sale,Strata,97,"21,600",-,Apartment,1,99 yrs from 15/02/2016,Uncompleted,Private,158745,03,15,Central Region,Bukit Merah
PARC CLEMATIS,"1,157,000",721.19,"1,604",21 Feb 2020,8 JALAN LEMPENG #16-14,New Sale,Strata,67,"17,269",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128796,05,12,West Region,Clementi
THE M,"1,306,700",592.02,"2,207",21 Feb 2020,30 MIDDLE ROAD #07-03,New Sale,Strata,55,"23,758",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188940,07,18,Central Region,Downtown Core
THE WATERINA,"895,000",635.08,"1,409",21 Feb 2020,51 LORONG 40 GEYLANG #04-02,Resale,Strata,59,"15,169",-,Apartment,1,Freehold,2005,Private,398075,14,39,Central Region,Geylang
MARINA ONE RESIDENCES,"4,759,366","1,560.78","3,049",21 Feb 2020,23 MARINA WAY #27-36,Resale,Strata,145,"32,823",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
YEWTEE RESIDENCES,"1,068,000","1,237.86",863,21 Feb 2020,25 CHOA CHU KANG NORTH 6 #08-12,Resale,Strata,115,"9,287",-,Apartment,1,99 yrs from 03/01/2006,2008,HDB,689580,23,68,West Region,Choa Chu Kang
KENT RIDGE HILL RESIDENCES,"1,343,000",785.77,"1,709",21 Feb 2020,50A SOUTH BUONA VISTA ROAD #02-17,New Sale,Strata,73,"18,397",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,HDB,118179,05,11,Central Region,Queenstown
V ON SHENTON,"3,320,000","1,356.26","2,448",21 Feb 2020,5A SHENTON WAY #48-22,Resale,Strata,126,"26,349",-,Apartment,1,99 yrs from 29/11/2011,2017,N.A,068814,01,06,Central Region,Downtown Core
PARK INFINIA AT WEE NAM,"2,130,000","1,001.05","2,128",21 Feb 2020,2A LINCOLN ROAD #20-09,Resale,Strata,93,"22,903",-,Condominium,1,Freehold,2008,HDB,308364,11,30,Central Region,Novena
THE M,"1,120,000",484.38,"2,312",21 Feb 2020,30 MIDDLE ROAD #07-07,New Sale,Strata,45,"24,889",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,188940,07,18,Central Region,Downtown Core
VAUGHAN GARDEN,"3,150,000","2,903.05","1,085",21 Feb 2020,18A LORONG BIAWAK,Resale,Land,269.7,"11,680",-,Terrace House,1,Freehold,1969,Private,358784,13,35,North East Region,Serangoon
PARC CANBERRA,"997,000",882.65,"1,130",21 Feb 2020,19 CANBERRA WALK #05-42,New Sale,Strata,82,"12,159",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756950,27,75,North Region,Sembawang
THE RIVERINE BY THE PARK,"1,590,000",979.52,"1,623",21 Feb 2020,398 KALLANG ROAD #17-04,Resale,Strata,91,"17,473",-,Apartment,1,Freehold,2010,Private,339098,12,33,Central Region,Kallang
STIRLING RESIDENCES,"1,405,000",678.13,"2,072",21 Feb 2020,25 STIRLING ROAD #35-23,New Sale,Strata,63,"22,302",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148962,03,14,Central Region,Queenstown
PARC ROSEWOOD,"490,000",430.56,"1,138",21 Feb 2020,77 ROSEWOOD DRIVE #02-35,Resale,Strata,40,"12,250",-,Condominium,1,99 yrs from 07/09/2011,2014,HDB,737786,25,73,North Region,Woodlands
THE M,"1,048,200",441.32,"2,375",21 Feb 2020,36 MIDDLE ROAD #04-34,New Sale,Strata,41,"25,566",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188945,07,18,Central Region,Downtown Core
ST MICHAEL'S CONDOMINIUM,"1,450,000","1,420.85","1,021",21 Feb 2020,19 ST. MICHAEL'S ROAD #04-03,Resale,Strata,132,"10,985",-,Apartment,1,Freehold,2002,HDB,327978,12,32,Central Region,Kallang
PARKVIEW APARTMENTS,"725,000",936.47,774,21 Feb 2020,1 BUKIT BATOK STREET 25 #10-24,Resale,Strata,87,"8,333",-,Apartment,1,99 yrs from 01/05/1994,1998,HDB,658882,23,65,West Region,Bukit Batok
SIGLAP V,"675,000",516.67,"1,306",21 Feb 2020,2 FIRST STREET #03-04,Resale,Strata,48,"14,063",-,Apartment,1,Freehold,2013,HDB,458278,15,45,East Region,Bedok
WESTVILLE,"1,945,000","3,436.95",566,21 Feb 2020,59 WESTWOOD WALK,Resale,Land,319.3,"6,091",-,Semi-Detached House,1,99 yrs from 01/12/1994,1997,HDB,648699,22,64,West Region,Jurong West
PARC CANBERRA,"1,437,000","1,388.56","1,035",21 Feb 2020,3 CANBERRA WALK #13-07,New Sale,Strata,129,"11,140",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757064,27,75,North Region,Sembawang
THE M,"1,448,900",613.55,"2,362",21 Feb 2020,38 MIDDLE ROAD #07-46,New Sale,Strata,57,"25,419",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188947,07,18,Central Region,Downtown Core
THE M,"962,000",409.03,"2,352",21 Feb 2020,32 MIDDLE ROAD #03-23,New Sale,Strata,38,"25,316",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188941,07,18,Central Region,Downtown Core
THE TAPESTRY,"756,860",602.78,"1,256",21 Feb 2020,51 TAMPINES STREET 86 #15-13,New Sale,Strata,56,"13,515",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528539,18,52,East Region,Tampines
CITYLIGHTS,"1,980,000","1,420.85","1,394",21 Feb 2020,80 JELLICOE ROAD #28-01,Resale,Strata,132,"15,000",-,Condominium,1,99 yrs from 05/01/2004,2007,Private,208766,08,20,Central Region,Kallang
BEDOK COURT,"1,280,000","1,829.88",699,21 Feb 2020,295 BEDOK SOUTH AVENUE 3 #09-02,Resale,Strata,170,"7,529",-,Condominium,1,99 yrs from 10/04/1982,1985,Private,469296,16,46,East Region,Bedok
THE M,"1,254,200",527.44,"2,378",21 Feb 2020,32 MIDDLE ROAD #03-12,New Sale,Strata,49,"25,596",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188941,07,18,Central Region,Downtown Core
OPERA ESTATE,"3,000,000","2,447.73","1,226",21 Feb 2020,52 NORMA TERRACE,Resale,Land,227.4,"13,193",-,Terrace House,1,Freehold,-,Private,456588,15,45,East Region,Bedok
THE BAYSHORE,"958,000",979.52,978,21 Feb 2020,28 BAYSHORE ROAD #07-02,Resale,Strata,91,"10,527",-,Condominium,1,99 yrs from 31/05/1993,1996,Private,469973,16,46,East Region,Bedok
GARDENVISTA,"1,640,188","1,162.51","1,411",21 Feb 2020,950 DUNEARN ROAD #06-04,Resale,Strata,108,"15,187",-,Condominium,1,99 yrs from 09/09/1999,2006,Private,589474,21,58,Central Region,Bukit Timah
PARC OLYMPIA,"751,950",775.01,970,21 Feb 2020,56 FLORA DRIVE #07-26,Resale,Strata,72,"10,444",-,Condominium,1,99 yrs from 25/01/2012,2015,Private,506856,17,50,East Region,Pasir Ris
GAMBIR RIDGE,"808,000",613.55,"1,317",21 Feb 2020,18 GAMBIR WALK #02-16,Resale,Strata,57,"14,175",-,Apartment,1,Freehold,2015,Private,538982,19,53,North East Region,Serangoon
THE M,"1,122,100",484.38,"2,317",21 Feb 2020,30 MIDDLE ROAD #06-07,New Sale,Strata,45,"24,936",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188940,07,18,Central Region,Downtown Core
SIMS EDGE,"735,000",473.62,"1,552",21 Feb 2020,1 GEYLANG EAST AVENUE 2 #13-03,Resale,Strata,44,"16,705",-,Apartment,1,Freehold,2014,HDB,389760,14,38,Central Region,Geylang
THE SAIL @ MARINA BAY,"1,500,000",904.18,"1,659",21 Feb 2020,6 MARINA BOULEVARD #07-21,Resale,Strata,84,"17,857",-,Apartment,1,99 yrs from 12/08/2002,2008,HDB,018985,01,01,Central Region,Downtown Core
THE M,"1,006,800",430.56,"2,338",21 Feb 2020,36 MIDDLE ROAD #07-31,New Sale,Strata,40,"25,170",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,188945,07,18,Central Region,Downtown Core
THE GARDENS AT BISHAN,"920,000",861.12,"1,068",21 Feb 2020,7 SIN MING WALK #02-20,Resale,Strata,80,"11,500",-,Condominium,1,99 yrs from 22/03/1997,2004,Private,575577,20,57,Central Region,Bishan
THE M,"1,336,000",592.02,"2,257",21 Feb 2020,36 MIDDLE ROAD #06-36,New Sale,Strata,55,"24,291",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188945,07,18,Central Region,Downtown Core
LUXUS HILLS,"3,318,000","1,614.6","2,055",21 Feb 2020,18 LUXUS HILL VIEW,Resale,Land,150,"22,120",-,Terrace House,1,999 yrs from 01/01/1879,2020,Private,804498,28,80,North East Region,Serangoon
THE M,"1,558,400",635.08,"2,454",22 Feb 2020,30 MIDDLE ROAD #13-05,New Sale,Strata,59,"26,414",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188940,07,18,Central Region,Downtown Core
THE M,"1,548,800",635.08,"2,439",22 Feb 2020,30 MIDDLE ROAD #12-05,New Sale,Strata,59,"26,251",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188940,07,18,Central Region,Downtown Core
THE M,"1,510,700",635.08,"2,379",22 Feb 2020,30 MIDDLE ROAD #08-05,New Sale,Strata,59,"25,605",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188940,07,18,Central Region,Downtown Core
THE M,"1,503,700",613.55,"2,451",22 Feb 2020,38 MIDDLE ROAD #14-38,New Sale,Strata,57,"26,381",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188947,07,18,Central Region,Downtown Core
THE M,"1,494,500",613.55,"2,436",22 Feb 2020,38 MIDDLE ROAD #13-38,New Sale,Strata,57,"26,219",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188947,07,18,Central Region,Downtown Core
THE M,"1,118,200",462.85,"2,416",22 Feb 2020,38 MIDDLE ROAD #06-45,New Sale,Strata,43,"26,005",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188947,07,18,Central Region,Downtown Core
THE M,"1,099,900",462.85,"2,376",22 Feb 2020,38 MIDDLE ROAD #04-45,New Sale,Strata,43,"25,579",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188947,07,18,Central Region,Downtown Core
PIERMONT GRAND,"959,850",839.59,"1,143",22 Feb 2020,34 SUMANG WALK #15-28,New Sale,Strata,78,"12,306",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828622,19,82,North East Region,Punggol
THE M,"1,812,200",742.72,"2,440",22 Feb 2020,30 MIDDLE ROAD #10-01,New Sale,Strata,69,"26,264",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188940,07,18,Central Region,Downtown Core
THE M,"1,851,700",753.48,"2,458",22 Feb 2020,36 MIDDLE ROAD #08-33,New Sale,Strata,70,"26,453",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,188945,07,18,Central Region,Downtown Core
THE M,"1,885,600",753.48,"2,503",22 Feb 2020,36 MIDDLE ROAD #11-33,New Sale,Strata,70,"26,937",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188945,07,18,Central Region,Downtown Core
THE M,"1,380,200",527.44,"2,617",22 Feb 2020,30 MIDDLE ROAD #14-08,New Sale,Strata,49,"28,167",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188940,07,18,Central Region,Downtown Core
THE M,"1,289,200",592.02,"2,178",22 Feb 2020,30 MIDDLE ROAD #04-04,New Sale,Strata,55,"23,440",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188940,07,18,Central Region,Downtown Core
THE M,"1,455,800",592.02,"2,459",22 Feb 2020,36 MIDDLE ROAD #11-37,New Sale,Strata,55,"26,469",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188945,07,18,Central Region,Downtown Core
THE M,"1,002,000",409.03,"2,450",22 Feb 2020,32 MIDDLE ROAD #04-26,New Sale,Strata,38,"26,368",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188941,07,18,Central Region,Downtown Core
THE FLORENCE RESIDENCES,"1,396,000",936.47,"1,491",22 Feb 2020,95 HOUGANG AVENUE 2 #12-65,New Sale,Strata,87,"16,046",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533754,19,53,North East Region,Hougang
THE M,"1,274,900",527.44,"2,417",22 Feb 2020,38 MIDDLE ROAD #09-39,New Sale,Strata,49,"26,018",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188947,07,18,Central Region,Downtown Core
THE M,"1,317,000",527.44,"2,497",22 Feb 2020,38 MIDDLE ROAD #12-41,New Sale,Strata,49,"26,878",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188947,07,18,Central Region,Downtown Core
DAINTREE RESIDENCE,"1,653,180","1,044.11","1,583",22 Feb 2020,11D TOH TUCK ROAD #04-21,New Sale,Strata,97,"17,043",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,Private,596126,21,59,Central Region,Bukit Timah
THE M,"1,296,000",527.44,"2,457",22 Feb 2020,38 MIDDLE ROAD #10-41,New Sale,Strata,49,"26,449",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188947,07,18,Central Region,Downtown Core
THE M,"1,071,500",409.03,"2,620",22 Feb 2020,32 MIDDLE ROAD #06-21,New Sale,Strata,38,"28,197",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188941,07,18,Central Region,Downtown Core
THE M,"1,319,200",462.85,"2,850",22 Feb 2020,38 MIDDLE ROAD #18-45,New Sale,Strata,43,"30,679",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188947,07,18,Central Region,Downtown Core
THE M,"1,376,500",635.08,"2,167",22 Feb 2020,38 MIDDLE ROAD #05-42,New Sale,Strata,59,"23,331",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188947,07,18,Central Region,Downtown Core
THE M,"1,309,100",527.44,"2,482",22 Feb 2020,30 MIDDLE ROAD #09-09,New Sale,Strata,49,"26,716",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188940,07,18,Central Region,Downtown Core
THE M,"1,225,900",527.44,"2,324",22 Feb 2020,30 MIDDLE ROAD #04-09,New Sale,Strata,49,"25,018",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188940,07,18,Central Region,Downtown Core
TREASURE AT TAMPINES,"909,000",678.13,"1,340",22 Feb 2020,11 TAMPINES LANE #07-42,New Sale,Strata,63,"14,429",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528480,18,52,East Region,Tampines
THE M,"1,510,700",635.08,"2,379",22 Feb 2020,38 MIDDLE ROAD #10-42,New Sale,Strata,59,"25,605",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188947,07,18,Central Region,Downtown Core
THE M,"1,467,600",592.02,"2,479",22 Feb 2020,36 MIDDLE ROAD #12-36,New Sale,Strata,55,"26,684",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188945,07,18,Central Region,Downtown Core
THE M,"1,306,700",592.02,"2,207",22 Feb 2020,30 MIDDLE ROAD #07-04,New Sale,Strata,55,"23,758",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,188940,07,18,Central Region,Downtown Core
THE M,"1,466,900",613.55,"2,391",22 Feb 2020,38 MIDDLE ROAD #10-38,New Sale,Strata,57,"25,735",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,188947,07,18,Central Region,Downtown Core
THE M,"1,485,300",613.55,"2,421",22 Feb 2020,38 MIDDLE ROAD #12-38,New Sale,Strata,57,"26,058",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188947,07,18,Central Region,Downtown Core
THE M,"1,702,600",742.72,"2,292",22 Feb 2020,30 MIDDLE ROAD #05-01,New Sale,Strata,69,"24,675",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188940,07,18,Central Region,Downtown Core
THE M,"1,355,300",613.55,"2,209",22 Feb 2020,38 MIDDLE ROAD #07-38,New Sale,Strata,57,"23,777",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,188947,07,18,Central Region,Downtown Core
THE M,"1,152,800",527.44,"2,186",22 Feb 2020,38 MIDDLE ROAD #05-39,New Sale,Strata,49,"23,527",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188947,07,18,Central Region,Downtown Core
THE M,"1,264,300",527.44,"2,397",22 Feb 2020,38 MIDDLE ROAD #08-39,New Sale,Strata,49,"25,802",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188947,07,18,Central Region,Downtown Core
