Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
PARC ESTA,"1,766,000","1,033.34","1,709",29 May 2020,916 SIMS AVENUE #11-72,New Sale,Strata,96,"18,396",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408974,14,40,Central Region,Geylang
PIERMONT GRAND,"1,126,710","1,173.28",960,29 May 2020,42 SUMANG WALK #17-43,New Sale,Strata,109,"10,337",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828626,19,82,North East Region,Punggol
HIGH PARK RESIDENCES,"798,000",678.13,"1,177",29 May 2020,29 FERNVALE ROAD #03-37,Resale,Strata,63,"12,667",-,Apartment,1,99 yrs from 05/11/2014,2019,HDB,797416,28,79,North East Region,Sengkang
PARC CLEMATIS,"1,993,000","1,291.68","1,543",29 May 2020,8A JALAN LEMPENG #05-21,New Sale,Strata,120,"16,608",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128823,05,12,West Region,Clementi
STIRLING RESIDENCES,"1,239,000",635.08,"1,951",29 May 2020,25 STIRLING ROAD #37-27,New Sale,Strata,59,"21,000",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148962,03,14,Central Region,Queenstown
STIRLING RESIDENCES,"1,216,000",635.08,"1,915",29 May 2020,23 STIRLING ROAD #11-12,New Sale,Strata,59,"20,610",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,N.A,148961,03,14,Central Region,Queenstown
PARC ESTA,"853,000",452.09,"1,887",29 May 2020,902 SIMS AVENUE #14-14,New Sale,Strata,42,"20,310",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408967,14,40,Central Region,Geylang
THE GARDEN RESIDENCES,"867,400",516.67,"1,679",29 May 2020,1 SERANGOON NORTH VIEW #05-06,New Sale,Strata,48,"18,071",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554343,19,55,North East Region,Serangoon
THE SAIL @ MARINA BAY,"3,500,000","1,872.94","1,869",29 May 2020,6 MARINA BOULEVARD #52-18,Resale,Strata,174,"20,115",-,Apartment,1,99 yrs from 12/08/2002,2008,Private,018985,01,01,Central Region,Downtown Core
THE SUMMIT,"1,580,000","1,506.96","1,048",29 May 2020,459 UPPER EAST COAST ROAD #01-02,Resale,Strata,140,"11,286",-,Condominium,1,Freehold,1992,Private,466504,16,46,East Region,Bedok
LOYANG VILLAS,"1,530,000","1,636.13",935,29 May 2020,293 LOYANG RISE,Resale,Land,152,"10,066",-,Terrace House,1,99 yrs from 01/05/1993,1995,Private,507322,17,50,East Region,Pasir Ris
KENT RIDGE HILL RESIDENCES,"906,000",570.49,"1,588",29 May 2020,68 SOUTH BUONA VISTA ROAD #05-86,New Sale,Strata,53,"17,094",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,HDB,117328,05,11,Central Region,Queenstown
THE FLORENCE RESIDENCES,"1,378,000",925.7,"1,489",29 May 2020,83 HOUGANG AVENUE 2 #13-15,New Sale,Strata,86,"16,023",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538860,19,53,North East Region,Hougang
THE TAPESTRY,"947,100",742.72,"1,275",29 May 2020,59 TAMPINES STREET 86 #15-30,New Sale,Strata,69,"13,726",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,Private,528509,18,52,East Region,Tampines
JADESCAPE,"898,000",527.44,"1,703",29 May 2020,2 SHUNFU ROAD #07-04,New Sale,Strata,49,"18,327",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575742,20,57,Central Region,Bishan
THE FLORENCE RESIDENCES,"754,000",484.38,"1,557",29 May 2020,87 HOUGANG AVENUE 2 #09-36,New Sale,Strata,45,"16,756",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538862,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"748,000",484.38,"1,544",29 May 2020,87 HOUGANG AVENUE 2 #08-36,New Sale,Strata,45,"16,622",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538862,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"1,599,000","1,173.28","1,363",29 May 2020,24 SERANGOON NORTH AVENUE 1 #01-37,New Sale,Strata,109,"14,670",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554339,19,55,North East Region,Serangoon
DAINTREE RESIDENCE,"1,212,700",742.72,"1,633",29 May 2020,11C TOH TUCK ROAD #04-13,New Sale,Strata,69,"17,575",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,HDB,596159,21,59,Central Region,Bukit Timah
AVENUE SOUTH RESIDENCE,"1,519,000",731.95,"2,075",29 May 2020,13 SILAT AVENUE #31-46,New Sale,Strata,68,"22,338",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,168878,03,16,Central Region,Bukit Merah
THE WOODLEIGH RESIDENCES,"1,346,000",721.19,"1,866",29 May 2020,27 BIDADARI PARK DRIVE #04-49,New Sale,Strata,67,"20,090",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367798,13,36,Central Region,Toa Payoh
PARK COLONIAL,"1,708,000",979.52,"1,744",29 May 2020,4 WOODLEIGH LANE #12-10,New Sale,Strata,91,"18,769",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,N.A,357686,13,35,Central Region,Toa Payoh
PARC CLEMATIS,"850,000",516.67,"1,645",29 May 2020,8C JALAN LEMPENG #15-37,New Sale,Strata,48,"17,708",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128825,05,12,West Region,Clementi
JADESCAPE,"1,367,000",764.24,"1,789",29 May 2020,6 SHUNFU ROAD #22-22,New Sale,Strata,71,"19,254",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575744,20,57,Central Region,Bishan
TREASURE AT TAMPINES,"946,000",678.13,"1,395",30 May 2020,55 TAMPINES LANE #02-189,New Sale,Strata,63,"15,016",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528458,18,52,East Region,Tampines
PARC ESTA,"990,000",527.44,"1,877",30 May 2020,900 SIMS AVENUE #14-07,New Sale,Strata,49,"20,204",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408966,14,40,Central Region,Geylang
WHISTLER GRAND,"1,599,000","1,065.64","1,501",30 May 2020,109 WEST COAST VALE #31-12,New Sale,Strata,99,"16,152",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,N.A,126752,05,12,West Region,Clementi
PIERMONT GRAND,"1,079,600",990.29,"1,090",30 May 2020,40 SUMANG WALK #17-40,New Sale,Strata,92,"11,735",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828625,19,82,North East Region,Punggol
STIRLING RESIDENCES,"1,331,000",678.13,"1,963",30 May 2020,23 STIRLING ROAD #11-14,New Sale,Strata,63,"21,127",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,N.A,148961,03,14,Central Region,Queenstown
THE FLORENCE RESIDENCES,"952,000",635.08,"1,499",30 May 2020,97 HOUGANG AVENUE 2 #08-73,New Sale,Strata,59,"16,136",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,533753,19,53,North East Region,Hougang
TREASURE AT TAMPINES,"946,000",678.13,"1,395",30 May 2020,3 TAMPINES LANE #02-09,New Sale,Strata,63,"15,016",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528483,18,52,East Region,Tampines
WHISTLER GRAND,"746,170",505.91,"1,475",30 May 2020,107 WEST COAST VALE #12-07,New Sale,Strata,47,"15,876",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,HDB,126751,05,12,West Region,Clementi
PARC ESTA,"1,284,000",742.72,"1,729",30 May 2020,902 SIMS AVENUE #15-11,New Sale,Strata,69,"18,609",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408967,14,40,Central Region,Geylang
QUEENS PEAK,"1,840,000","1,001.05","1,838",30 May 2020,1 DUNDEE ROAD #39-08,New Sale,Strata,93,"19,785",-,Condominium,1,99 yrs from 28/09/2015,2020,Private,149456,03,14,Central Region,Queenstown
KENT RIDGE HILL RESIDENCES,"907,000",602.78,"1,505",30 May 2020,64 SOUTH BUONA VISTA ROAD #05-48,New Sale,Strata,56,"16,196",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,118174,05,11,Central Region,Queenstown
THE FLORENCE RESIDENCES,"1,171,000",753.48,"1,554",30 May 2020,81 HOUGANG AVENUE 2 #17-03,New Sale,Strata,70,"16,729",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538859,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,333,000",925.7,"1,440",30 May 2020,85 HOUGANG AVENUE 2 #04-24,New Sale,Strata,86,"15,500",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538861,19,53,North East Region,Hougang
THE TAPESTRY,"1,275,920",990.29,"1,288",30 May 2020,59 TAMPINES STREET 86 #09-36,New Sale,Strata,92,"13,869",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528509,18,52,East Region,Tampines
THE TAPESTRY,"844,600",602.78,"1,401",30 May 2020,59 TAMPINES STREET 86 #02-30,New Sale,Strata,56,"15,082",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,Private,528509,18,52,East Region,Tampines
CASA AL MARE,"1,272,000",785.77,"1,619",30 May 2020,75 JALAN LOYANG BESAR #04-03,New Sale,Strata,73,"17,425",-,Apartment,1,Freehold,Uncompleted,HDB,506930,17,50,East Region,Pasir Ris
TREASURE AT TAMPINES,"935,000",678.13,"1,379",30 May 2020,37 TAMPINES LANE #12-121,New Sale,Strata,63,"14,841",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528467,18,52,East Region,Tampines
JADESCAPE,"912,800",527.44,"1,731",30 May 2020,16 SHUNFU ROAD #08-57,New Sale,Strata,49,"18,629",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575749,20,57,Central Region,Bishan
JADESCAPE,"1,280,000",764.24,"1,675",30 May 2020,2 SHUNFU ROAD #03-01,New Sale,Strata,71,"18,028",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575742,20,57,Central Region,Bishan
STIRLING RESIDENCES,"1,000,000",441.32,"2,266",30 May 2020,21 STIRLING ROAD #39-01,New Sale,Strata,41,"24,390",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,N.A,148960,03,14,Central Region,Queenstown
THE GARDEN RESIDENCES,"972,900",613.55,"1,586",30 May 2020,7 SERANGOON NORTH VIEW #04-33,New Sale,Strata,57,"17,068",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554346,19,55,North East Region,Serangoon
THE FLORENCE RESIDENCES,"1,046,000",667.37,"1,567",30 May 2020,89 HOUGANG AVENUE 2 #08-43,New Sale,Strata,62,"16,871",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538863,19,53,North East Region,Hougang
WHISTLER GRAND,"1,594,900","1,065.64","1,497",30 May 2020,109 WEST COAST VALE #30-12,New Sale,Strata,99,"16,110",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,N.A,126752,05,12,West Region,Clementi
PARC CLEMATIS,"2,126,000","1,291.68","1,646",30 May 2020,8A JALAN LEMPENG #17-17,New Sale,Strata,120,"17,717",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128823,05,12,West Region,Clementi
PIERMONT GRAND,"1,008,700",839.59,"1,201",30 May 2020,46 SUMANG WALK #09-53,New Sale,Strata,78,"12,932",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,Private,828628,19,82,North East Region,Punggol
JADESCAPE,"2,085,000","1,259.39","1,656",30 May 2020,12 SHUNFU ROAD #05-42,New Sale,Strata,117,"17,821",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575747,20,57,Central Region,Bishan
TREASURE AT TAMPINES,"1,196,000",914.94,"1,307",31 May 2020,9 TAMPINES LANE #05-35,New Sale,Strata,85,"14,071",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528481,18,52,East Region,Tampines
ONE PEARL BANK,"1,180,000",430.56,"2,741",31 May 2020,1 PEARL BANK #36-03,New Sale,Strata,40,"29,500",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,Private,169016,03,16,Central Region,Outram
SENGKANG GRAND RESIDENCES,"868,000",473.62,"1,833",31 May 2020,86 COMPASSVALE BOW #12-67,New Sale,Strata,44,"19,727",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,HDB,544573,19,54,North East Region,Sengkang
PARC CLEMATIS,"871,000",516.67,"1,686",31 May 2020,8C JALAN LEMPENG #22-37,New Sale,Strata,48,"18,146",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128825,05,12,West Region,Clementi
PARC CLEMATIS,"1,694,000","1,076.4","1,574",31 May 2020,8F JALAN LEMPENG #06-62,New Sale,Strata,100,"16,940",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,126740,05,12,West Region,Clementi
AVENUE SOUTH RESIDENCE,"1,326,000",656.6,"2,019",31 May 2020,11 SILAT AVENUE #12-28,New Sale,Strata,61,"21,738",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,Private,168877,03,16,Central Region,Bukit Merah
PARC ESTA,"1,580,000","1,022.58","1,545",31 May 2020,900 SIMS AVENUE #04-04,New Sale,Strata,95,"16,632",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408966,14,40,Central Region,Geylang
RIVERFRONT RESIDENCES,"739,500",516.67,"1,431",31 May 2020,45 HOUGANG AVENUE 7 #14-26,New Sale,Strata,48,"15,406",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533815,19,53,North East Region,Hougang
PIERMONT GRAND,"1,542,240","1,367.03","1,128",31 May 2020,24 SUMANG WALK #07-06,New Sale,Strata,127,"12,144",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,Private,828678,19,82,North East Region,Punggol
TREASURE AT TAMPINES,"1,137,000",914.94,"1,243",31 May 2020,51 TAMPINES LANE #03-178,New Sale,Strata,85,"13,376",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528460,18,52,East Region,Tampines
FOURTH AVENUE RESIDENCES,"1,128,000",484.38,"2,307",31 May 2020,6 FOURTH AVENUE #10-13,New Sale,Strata,45,"24,837","1,117,654",Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,268673,10,26,Central Region,Bukit Timah
PARC ESTA,"883,000",452.09,"1,953",31 May 2020,916 SIMS AVENUE #17-74,New Sale,Strata,42,"21,024",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408974,14,40,Central Region,Geylang
PARC CLEMATIS,"1,158,000",721.19,"1,606",31 May 2020,8A JALAN LEMPENG #20-23,New Sale,Strata,67,"17,284",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128823,05,12,West Region,Clementi
STIRLING RESIDENCES,"1,194,000",656.6,"1,818",31 May 2020,25 STIRLING ROAD #20-29,New Sale,Strata,61,"19,574",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148962,03,14,Central Region,Queenstown
STIRLING RESIDENCES,"948,000",505.91,"1,874",31 May 2020,23 STIRLING ROAD #05-13,New Sale,Strata,47,"20,170",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,N.A,148961,03,14,Central Region,Queenstown
THE GARDEN RESIDENCES,"1,046,300",613.55,"1,705",31 May 2020,9 SERANGOON NORTH VIEW #14-40,New Sale,Strata,57,"18,356",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,N.A,554347,19,55,North East Region,Serangoon
KENT RIDGE HILL RESIDENCES,"1,290,000",785.77,"1,642",31 May 2020,50 SOUTH BUONA VISTA ROAD #02-07,New Sale,Strata,73,"17,671",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,HDB,118167,05,11,Central Region,Queenstown
TREASURE AT TAMPINES,"1,394,000","1,033.34","1,349",31 May 2020,27 TAMPINES LANE #06-97,New Sale,Strata,96,"14,521",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528472,18,52,East Region,Tampines
AFFINITY AT SERANGOON,"762,000",473.62,"1,609",31 May 2020,26 SERANGOON NORTH AVENUE 1 #10-44,New Sale,Strata,44,"17,318",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,Private,554340,19,55,North East Region,Serangoon
THE FLORENCE RESIDENCES,"1,037,000",667.37,"1,554",31 May 2020,83 HOUGANG AVENUE 2 #11-13,New Sale,Strata,62,"16,726",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,Private,538860,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"865,000",538.2,"1,607",31 May 2020,26 SERANGOON NORTH AVENUE 1 #13-51,New Sale,Strata,50,"17,300",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554340,19,55,North East Region,Serangoon
JADESCAPE,"1,303,700",764.24,"1,706",31 May 2020,8 SHUNFU ROAD #09-30,New Sale,Strata,71,"18,362",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575745,20,57,Central Region,Bishan
BUKIT 828,"1,424,000",979.52,"1,454",31 May 2020,828 UPPER BUKIT TIMAH ROAD #02-05,New Sale,Strata,91,"15,648",-,Apartment,1,Freehold,Uncompleted,Private,678155,23,67,West Region,Bukit Panjang
URBAN TREASURES,"1,007,000",516.67,"1,858",31 May 2020,205 JALAN EUNOS #06-08,New Sale,Strata,48,"20,004","960,200",Condominium,1,Freehold,Uncompleted,N.A,419535,14,41,East Region,Bedok
PARC CLEMATIS,"1,082,000",688.9,"1,571",31 May 2020,8B JALAN LEMPENG #17-31,New Sale,Strata,64,"16,906",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128824,05,12,West Region,Clementi
TREASURE AT TAMPINES,"940,000",678.13,"1,386",31 May 2020,11 TAMPINES LANE #11-42,New Sale,Strata,63,"14,921",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528480,18,52,East Region,Tampines
RIVERFRONT RESIDENCES,"1,448,000","1,108.69","1,306",31 May 2020,55 HOUGANG AVENUE 7 #13-73,New Sale,Strata,103,"14,058",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,N.A,533820,19,53,North East Region,Hougang
PARC CLEMATIS,"1,086,000",688.9,"1,576",31 May 2020,8B JALAN LEMPENG #20-32,New Sale,Strata,64,"16,969",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128824,05,12,West Region,Clementi
PARC CLEMATIS,"862,000",516.67,"1,668",31 May 2020,8C JALAN LEMPENG #19-37,New Sale,Strata,48,"17,958",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128825,05,12,West Region,Clementi
JADESCAPE,"1,310,000",764.24,"1,714",31 May 2020,4 SHUNFU ROAD #13-10,New Sale,Strata,71,"18,451",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575743,20,57,Central Region,Bishan
JADESCAPE,"938,800",527.44,"1,780",31 May 2020,2 SHUNFU ROAD #16-06,New Sale,Strata,49,"19,159",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575742,20,57,Central Region,Bishan
